3	1	1	1	1	1	1	1	1	4	0	0	3	1	1	1	1	21	1	1	1	1	1	1	1	1	1	1	1	1	1	21	1	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2	2	2	2	2	2	2	2	9	0	0	9	2	2	2	2	22	2	2	2	2	2	2	2	2	2	2	2	2	2	22	2	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	2	2	2	2	2	28	2	2	5	23	23	6	2	28	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	0	0	0
9	2	2	2	2	2	2	2	2	2	24	24	2	2	2	2	2	2	2	2	2	2	25	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	26	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
9	2	25	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
9	2	26	2	2	2	2	2	2	3	1	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	27	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	9	0	0	0
9	2	2	2	2	2	2	28	2	9	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	27	2	2	2	2	9	0	9	2	2	2	2	2	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	2	2	9	0	0	0
5	1	1	1	1	1	1	1	1	6	0	0	9	2	2	2	2	2	2	2	2	2	27	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	27	2	2	2	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	2	2	2	1	1	21	1	1	1	7	1	1	21	1	1	2	2	2	1	1	1	9	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	22	2	2	2	9	2	2	22	2	2	2	2	2	2	2	2	9	0	9	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	27	2	2	5	1	6	2	2	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	28	2	2	2	9	2	2	2	2	25	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	27	2	2	2	2	2	2	2	2	2	9	2	2	2	2	26	2	2	2	2	2	2	3	1	1	1	4	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	9	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	4	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	0	0	0	9	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	23	6	2	2	2	5	23	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0	9	2	2	2	2	2	2	2	2	29	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	24	2	2	2	2	2	24	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	9	0	0	0	9	2	2	2	29	2	2	2	2	30	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	9	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	6	2	2	2	9	0	0	0	9	2	2	2	30	2	2	29	2	31	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	9	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	31	2	2	30	2	2	2	29	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	27	2	2	2	2	2	9	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	2	2	2	31	2	2	2	30	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	1	1	1	1	1	1	6	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	2	2	2	2	2	2	2	31	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	2	2	3	1	1	1	1	1	1	1	1	1	6	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	4	0	0	0	9	2	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	9	0	0	0
